ID,Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-06 00:00:00,0,0,0,0,0,0,0,13,8,14,0,6,0,8,0,0,14,0,0,61,0,10,16,6
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-09 00:00:00,0,0,0,0,0,0,0,19,5,0,37,11,1,5,13,0,18,13,1,4,11,1,10,7
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-10 00:00:00,0,0,0,0,0,0,0,17,28,14,6,0,0,9,10,2,6,18,5,3,2,4,1,17
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-11 00:00:00,0,0,0,0,0,0,0,9,17,18,13,2,0,7,6,0,20,0,3,0,5,0,16,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-12 00:00:00,0,0,0,0,1,0,0,29,42,0,0,0,0,0,12,2,3,0,0,0,6,4,12,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-13 00:00:00,0,0,0,0,0,0,0,10,21,6,3,6,9,4,22,3,3,12,0,9,3,4,18,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-16 00:00:00,1,0,0,0,0,0,0,19,10,14,12,0,1,6,3,4,34,4,0,0,10,0,14,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-17 00:00:00,0,0,0,0,0,0,0,11,31,0,0,0,0,4,12,6,0,0,3,17,4,3,1,16
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-18 00:00:00,0,0,0,0,0,2,16,0,0,0,0,0,1,5,5,8,3,0,4,2,5,24,21,0
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-19 00:00:00,0,0,0,0,0,0,11,5,18,6,0,0,0,7,2,9,0,0,8,0,4,4,19,1
471ee652-80db-45ee-89ec-cd8431b74123,2017-01-20 00:00:00,0,0,0,0,0,0,0,17,6,0,0,1,20,8,52,1,11,20,9,64,1,4,18,11
